Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Anova (p),Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,20160208_p108_DaLi_p2b1_MSe_pos_018_nr5,20160208_p108_DaLi_p2b1_MSe_pos_027_nr5,20160208_p108_DaLi_p2b1_MSe_pos_036_nr5,20160208_p108_DaLi_p2b1_MSe_pos_045_nr5,20160208_p108_DaLi_p2b1_MSe_pos_054_nr5,20160210_p108_DaLi_p3b1_MSe_pos_018_nr5,20160210_p108_DaLi_p3b1_MSe_pos_027_nr5,20160210_p108_DaLi_p3b1_MSe_pos_036_nr5,20160210_p108_DaLi_p3b1_MSe_pos_045_nr5,20160210_p108_DaLi_p3b1_MSe_pos_054_nr5,20160208_p108_DaLi_p2b1_MSe_pos_019_nr5,20160208_p108_DaLi_p2b1_MSe_pos_030_nr5,20160208_p108_DaLi_p2b1_MSe_pos_031_nr5,20160208_p108_DaLi_p2b1_MSe_pos_039_nr5,20160208_p108_DaLi_p2b1_MSe_pos_046_nr5,20160210_p108_DaLi_p3b1_MSe_pos_032_nr5,20160210_p108_DaLi_p3b1_MSe_pos_034_nr5,20160210_p108_DaLi_p3b1_MSe_pos_035_nr5,20160210_p108_DaLi_p3b1_MSe_pos_039_nr5,20160210_p108_DaLi_p3b1_MSe_pos_041_nr5,20160208_p108_DaLi_p2b1_MSe_pos_020_nr5,20160208_p108_DaLi_p2b1_MSe_pos_021_nr5,20160208_p108_DaLi_p2b1_MSe_pos_022_nr5,20160208_p108_DaLi_p2b1_MSe_pos_024_nr5,20160208_p108_DaLi_p2b1_MSe_pos_025_nr5,20160210_p108_DaLi_p3b1_MSe_pos_021_nr5,20160210_p108_DaLi_p3b1_MSe_pos_024_nr5,20160210_p108_DaLi_p3b1_MSe_pos_033_nr5,20160210_p108_DaLi_p3b1_MSe_pos_037_nr5,20160210_p108_DaLi_p3b1_MSe_pos_040_nr5,20160208_p108_DaLi_p2b1_MSe_pos_023_nr5,20160208_p108_DaLi_p2b1_MSe_pos_028_nr5,20160208_p108_DaLi_p2b1_MSe_pos_032_nr5,20160208_p108_DaLi_p2b1_MSe_pos_035_nr5,20160208_p108_DaLi_p2b1_MSe_pos_037_nr5,20160210_p108_DaLi_p3b1_MSe_pos_019_nr5,20160210_p108_DaLi_p3b1_MSe_pos_022_nr5,20160210_p108_DaLi_p3b1_MSe_pos_023_nr5,20160210_p108_DaLi_p3b1_MSe_pos_025_nr5,20160210_p108_DaLi_p3b1_MSe_pos_029_nr5,20160208_p108_DaLi_p2b1_MSe_pos_034_nr5,20160208_p108_DaLi_p2b1_MSe_pos_040_nr5,20160208_p108_DaLi_p2b1_MSe_pos_043_nr5,20160208_p108_DaLi_p2b1_MSe_pos_049_nr5,20160208_p108_DaLi_p2b1_MSe_pos_057_nr5,20160210_p108_DaLi_p3b1_MSe_pos_020_nr5,20160210_p108_DaLi_p3b1_MSe_pos_026_nr5,20160210_p108_DaLi_p3b1_MSe_pos_028_nr5,20160210_p108_DaLi_p3b1_MSe_pos_030_nr5,20160210_p108_DaLi_p3b1_MSe_pos_038_nr5,20160208_p108_DaLi_p2b1_MSe_pos_109_nr5,20160208_p108_DaLi_p2b1_MSe_pos_110_nr5,20160208_p108_DaLi_p2b1_MSe_pos_111_nr5,20160208_p108_DaLi_p2b1_MSe_pos_112_nr5,20160210_p108_DaLi_p3b1_MSe_pos_109_nr5,20160210_p108_DaLi_p3b1_MSe_pos_110_nr5,20160210_p108_DaLi_p3b1_MSe_pos_111_nr5,20160210_p108_DaLi_p3b1_MSe_pos_112_nr5
8.92_237.0790m/z,,237.0789592,1,8.923366667,0.62735,2,0,8.857033841,QC,QuCi_plate,100,2429.702252,14.39,2117.131137,2288.378271,2317.368734,2490.339747,2439.03595,1833.865609,1937.510674,2124.039688,2075.53207,2350.048677,283.7267195,397.6103906,300.2288675,265.8389675,360.5980869,245.545421,196.0053351,198.9390978,144.6639096,106.7895445,268.1363699,313.1166944,374.6245943,365.2177381,10.20092925,184.8889523,170.1991936,274.7644632,179.7629378,239.4592077,279.4268269,328.0660734,245.0337759,430.1961433,362.2132963,137.9420998,158.8715661,178.9728379,136.909876,197.6311261,271.2765038,341.5534183,368.1415149,335.390136,432.2521785,207.6609124,166.399894,206.2017623,193.1406779,173.443139,318.4879615,277.333816,253.445909,205.0023612,234.2392524,278.8087082,353.4738416,273.804938
8.82_246.1514m/z,,246.1514275,1,8.823266667,0.1715,1,0,5.988652614,QC,300,100 - 1.07,1202.697512,13.31,753.612613,977.4060803,1209.914475,1366.096058,1585.391128,660.4285026,750.9461325,871.4829234,860.7128503,933.7050543,75.85815811,171.9226507,123.7944132,163.2140357,203.1539287,182.7726607,171.3073739,304.9363691,185.8267015,142.8208237,57.58904706,115.6150284,141.5810571,283.3554991,182.3808922,13.27590561,140.4639246,276.4972791,217.9730067,310.864399,44.7769742,204.2429705,177.878767,304.2330396,255.254755,53.2802965,34.3704756,251.1389933,152.7496047,184.4285039,30.43756172,237.2920679,249.3331128,157.8649635,308.6390958,80.15998392,144.3767846,98.50633774,169.3668785,493.651168,320.8395538,371.6274087,320.5499675,368.2868705,280.204777,246.0709094,302.5027528,307.4945577
9.76_258.0764n,258.0763505,223.0624975,1,9.756983333,0.170683333,0,0,40.90087076,QC,QuCi_plate,100,604.147056,22.89,531.2373377,549.3389479,578.6622274,644.7746387,768.910597,354.5060899,410.8105972,524.8251932,418.9174545,532.7093808,85.74943513,127.8776105,33.7752714,59.70763215,84.31067435,44.73260927,22.52152059,18.31911229,17.5252533,14.78704689,68.61831854,170.7729209,152.6029875,112.9871822,11.10201974,55.23781698,38.75301159,34.91782968,6.005309402,24.04429245,65.66885236,170.6417432,80.55990539,109.9591081,89.94140629,22.57487488,8.824417114,39.52130079,0,28.15383148,60.8704381,36.42928914,37.26201902,74.9070138,76.4950722,13.43393389,12.40048981,28.34303263,20.81161792,39.77536149,16.80564574,15.88084364,35.09507783,30.48773832,17.91081166,0.012960882,1.939729142,0.035250306
9.76_161.0955m/z,,161.0955247,1,9.756983333,0.127833333,26,0,2.255980856,QC,300,100 - 0.12,302.5471876,14.29,339.0619936,347.9439907,340.3768506,342.3109565,330.3805806,236.9911186,233.3708698,269.6479518,248.4233552,233.3981983,132.6066884,125.2020574,110.2963133,146.6963072,151.0769602,176.1692956,115.7976451,217.6445766,107.6802428,84.11393023,178.9643918,122.256088,146.9916768,195.7188988,119.5980205,200.3860479,184.5458489,186.7357732,148.1124172,208.1425748,130.3891597,168.8373034,113.0562626,173.177784,136.9647965,174.5745989,103.6956282,181.4486864,148.7366175,147.1347737,135.8283154,134.0789525,121.2839432,154.7910118,120.4600968,121.3737388,108.5131559,149.1838452,150.1165559,176.1377006,163.4042012,175.0943356,173.6779015,174.4283289,244.8004234,167.8392264,139.4222745,86.87476125
9.84_267.1571m/z,,267.157118,1,9.835533333,0.1928,44,0,1.609632809,200,QC,100 - 2.85,1406.397043,3.39,729.4619333,758.422071,820.9205527,862.0694901,889.8666065,901.3798128,891.2601936,950.5864287,935.0049281,892.1827691,1100.74771,1050.770565,1151.702,1017.544282,1646.004093,1322.365242,1218.167942,1443.306028,1203.509597,1211.472016,1035.098804,1162.97268,1199.37259,1318.559007,950.2861227,1286.640878,1506.854768,1426.68298,1290.373131,1314.689352,1061.605466,1425.854006,1024.597442,1372.530678,1329.80134,1237.850182,1305.990372,1381.872824,1266.485272,1429.418499,1292.509494,1122.768865,1195.529803,1412.670398,1488.719251,1180.515228,1233.098498,1311.65614,1482.388925,1354.052124,1129.865769,1250.139893,1136.844346,1177.098869,1131.046505,1167.807877,1173.267871,1186.609266
9.82_315.2761n,315.2760514,338.2648932,1,9.82125,0.185666667,1,0,8.710966904,QC,400,100 - 12.5 - 0.259,1525.667415,13.45,1565.150736,1571.108144,1794.983527,1819.298664,1678.159619,1316.194994,1457.281002,1634.928886,1386.881479,1435.103776,466.9637765,608.616437,141.5365061,426.2987505,500.3195186,835.9310687,1671.688262,471.2638077,1126.183023,318.1239181,202.6129689,217.3993149,227.2779785,169.9407681,12.45417786,161.4616627,188.0539018,530.3599226,151.6771045,69.85251603,82.76383337,265.4292959,289.4864438,172.1155036,202.5620949,94.51084852,153.0358151,209.3991397,208.0539145,151.408041,306.698808,204.1464315,171.779347,406.1169609,396.3287852,501.65239,103.885835,215.6634935,213.1423472,188.6758675,158.904863,252.4634576,201.7837785,184.6897683,184.9089127,204.3170284,244.1952443,188.9670335
9.75_203.1060m/z,,203.1059853,1,9.749833333,0.142116667,7,0,1.905131296,QC,300,100 - 0.0769,547.8976264,11.81,644.8805801,640.6994416,575.4891669,597.2525184,545.4490146,456.0979757,448.6638098,519.9643202,470.8015606,441.8163096,327.2200346,343.2345149,307.7413237,280.636158,248.241194,252.1498065,248.3305781,395.6528903,248.6054522,228.939439,330.972216,310.3013849,357.7303605,359.2561665,277.1586269,343.1898922,345.5283161,347.0981788,344.1516889,365.0152738,315.9791163,314.6438828,257.0752054,284.8783949,298.1314273,325.5180953,251.2777521,384.3610525,287.518171,255.222071,270.8709574,253.570623,253.5849054,321.0858963,254.682655,253.3041012,248.4405576,310.8488345,291.3781206,342.7076936,391.2499277,356.9826713,328.1557734,335.6968508,433.3536641,314.718305,273.5775735,273.0061307
9.61_267.1562m/z,,267.1561649,1,9.607716667,0.349216667,18,0,25.85095101,300,QC,100 - 8.92 - 3.99,6229.229982,15.66,194.5936525,178.3776004,264.2170023,315.7031654,229.2470616,188.5021908,297.2317898,257.8778839,189.4047679,252.9010713,6713.837745,9319.989858,6791.411719,10659.42656,6602.208379,2231.335892,1732.417505,2268.012086,2172.976052,3354.887239,5687.642553,5494.430378,5727.794074,4650.42556,5590.276235,1450.510627,2404.743013,1875.847498,2046.006179,1094.894543,9891.354132,4553.254799,8702.104455,6003.590456,5761.958498,1633.029023,2900.157574,1513.439168,2245.70817,2634.856753,7721.139316,6976.742099,11713.4865,6447.242878,6305.773001,2049.124903,3073.048721,1731.764599,2930.404601,1678.298326,1747.848927,2512.293246,2849.154934,3506.6688,1047.62889,1726.459662,2477.392054,2659.508056
9.60_256.1668n,256.1667835,279.1560042,1,9.600583333,0.292083333,2,0,38.05870955,300,QC,100 - 11.8 - 7.31,10355.54127,31.56,284.4115615,269.7457906,324.5653974,388.8914303,358.0838886,173.7918232,192.5180629,258.6467984,202.585288,225.3565277,11966.50993,15464.5197,12117.90049,17264.38431,10515.7989,4171.545878,3688.179625,2983.645305,3978.29435,6300.627837,10662.87143,10711.15328,11535.04535,8438.357185,9883.313844,2679.77032,4062.191676,3636.853133,3982.722126,1711.724619,15326.28379,8448.995753,14205.75495,10697.64214,11202.50192,2852.986233,5443.16443,2477.345202,4314.186135,4595.547415,12701.74538,12552.73251,17737.99343,12040.59453,10116.83587,3924.678372,5897.90185,3096.796824,5029.21882,3149.319311,3374.176615,5124.1503,6090.089989,7092.091152,1851.49099,3095.29299,4646.655978,5012.357436
9.75_308.1975n,308.1974633,331.1870428,1,9.749833333,0.499166667,6,0,1.651292014,QC,300,100 - 4.19,3316.52159,9.15,2690.638608,2705.917146,3077.855781,3405.185684,3573.118562,1873.592139,2175.138458,2405.359096,2564.337287,2811.043322,2076.035703,2059.888572,1906.418219,2142.053245,2172.954269,1897.076994,1730.9628,2376.640281,1647.600868,1674.74678,2090.042113,2120.986862,2267.379797,2031.590246,1461.416423,1728.230935,1777.910526,2156.301075,1923.718834,2003.221454,2123.594185,2140.252364,2178.893085,2241.842818,2150.274968,1639.010084,1632.185717,2034.756804,1621.594088,1782.46939,2079.982902,2249.932667,2195.430536,2358.423458,1975.003062,1466.843294,1677.937356,1733.51415,1751.689177,1990.753624,2578.120727,2618.246801,2382.658953,2474.748621,2773.745894,2297.545892,2178.190264,2137.574595
9.75_277.1786m/z,,277.1786417,1,9.749833333,0.441316667,17,0,1.683620185,QC,QuCi_plate,100 - 6.92,2439.184656,10.79,2852.76198,2701.043632,2759.880322,2783.195639,2752.756398,2145.713061,2258.680046,2217.268805,2220.369348,2137.484912,1652.017737,1490.900894,1454.462803,1486.137169,1942.46867,1627.187093,1495.973174,1888.511696,1254.741529,1296.544287,1522.535255,1631.636354,1605.761553,1857.903824,1437.634572,1550.35524,1549.822598,1646.851786,1454.192831,1730.045249,1463.257154,1894.259705,1418.823622,1853.690916,1596.062119,1494.861743,1242.740045,1952.366537,1362.841208,1446.225318,1580.088789,1581.409637,1412.156798,1672.673225,1715.414514,1324.911442,1218.659828,1484.454416,1636.537974,1623.010442,1747.601241,1449.960814,1379.672576,1390.590569,1717.152036,1391.125664,1234.376516,1279.710236
4.15_261.1329m/z,,261.1329218,1,4.14775,0.349516667,17,0,2.926499468,QC,400,100 - 8.99,6131.811848,1.23,5367.376528,6599.62586,5932.661546,6200.824878,6728.859478,4049.509561,4735.273173,4717.211682,5179.777856,5566.190245,3057.745335,1908.941973,2243.09244,2902.724105,2682.162986,5536.813397,3554.118735,3070.60125,4744.274056,3048.712005,1426.618698,1445.871206,2456.134897,1656.152973,1968.191735,2325.171933,2727.557839,3431.586594,3213.045938,3393.257526,1291.500386,1943.957695,2097.201338,1928.174669,4896.661667,2000.814489,1430.64808,2099.01966,1336.500527,1611.784594,2177.726732,1839.372849,2015.627101,1972.480647,2279.663098,2162.925202,2516.326195,2540.365952,1995.207331,3871.129401,2237.921621,2243.996122,2253.091451,2179.553838,2236.895453,2230.255062,2208.443958,2186.472141
4.26_316.2109m/z,,316.2108565,1,4.262116667,0.213633333,0,0,4.529746303,QuCi_plate,QC,100 - 12.5,1989.514666,10.26,444.0183332,433.2852281,493.3308409,478.0773414,487.1299592,400.328431,409.1538737,393.8465456,404.3007703,446.5799595,1684.680671,1425.049256,1395.064105,1434.46232,1584.864309,1623.608803,1431.557267,1508.310059,994.1837773,985.0813485,1387.768673,1455.437276,1440.717715,1502.253239,1604.573453,1355.471298,1379.827526,1613.997744,1162.741377,1777.291201,1220.997725,1454.380823,1302.599103,1503.127228,1541.60791,1143.168106,1040.961215,1419.76154,1106.127047,1091.753627,1521.436821,1412.450207,1454.66725,1628.014471,1694.460266,1307.19101,1289.673904,1289.931201,1450.280141,1565.150608,1884.956591,1501.921786,1549.045053,1534.193393,2509.004731,2351.491757,2347.361247,2238.142772
3.90_316.2110m/z,,316.2110081,1,3.898316667,0.221366667,0,0,4.504349486,QuCi_plate,QC,100 - 10.5,1593.046153,10.76,352.6379226,384.1306981,384.8784825,404.1880444,398.3864979,313.3103466,303.3444703,339.8037132,319.1433092,363.0100751,1209.935248,1146.984397,1118.950754,1178.085511,1332.046087,1396.80989,1113.443685,1168.291486,746.4571854,798.7947819,1081.491465,1137.559296,1168.447975,1231.560363,1227.616495,1135.78207,1068.808025,1133.416237,891.8095804,1398.883653,1102.044965,1150.100981,1089.484733,1183.526245,1234.236233,829.5176273,877.6732986,1097.810092,873.9404228,909.9039374,1180.720435,1203.721196,1205.933633,1289.703785,1376.063652,926.0861083,1042.253787,928.4825115,1187.60681,1203.314895,1441.219487,1110.905159,1228.471635,1275.644178,1936.442201,1915.351523,1962.724377,1873.610667
4.13_275.1094m/z,,275.1093699,1,4.126333333,0.263733333,7,0,2.633117011,QC,400,100 - 0.293 - 0.0513,1377.993694,4.86,1188.114182,1419.974939,1389.59753,1396.079537,1501.882839,1078.453993,1167.145959,1222.818448,1238.555995,1332.350394,1118.136497,477.4778246,535.9928468,1102.506254,1067.882844,3029.950315,1425.207909,1102.931966,2433.766127,1060.751615,360.0481429,384.6552957,652.7022109,382.754619,384.7126616,669.5689926,969.1714347,938.6111414,939.6033688,913.1504226,304.8091616,467.3821752,474.0968475,485.1945524,1650.151899,460.0781493,237.2305846,411.9400196,351.7508013,377.7069582,766.2443893,388.6515809,516.4194759,469.662644,587.9797,857.0778503,864.3412457,871.2097062,447.6831455,1351.090765,632.4302466,644.7931213,702.0150378,591.2292099,641.1625583,640.11619,642.4644312,668.0533887
4.56_282.1671n,282.1671267,305.1563474,1,4.561333333,0.214233333,0,0,2.358806365,QC,400,100 - 8.04 - 0.188,6040.085277,10.4,5435.845097,6425.876147,6114.734215,6093.136113,6521.456834,4486.338374,5021.54361,4972.068277,5457.245944,5591.671964,3670.62968,2284.634893,2777.19832,3322.12739,3996.474261,7227.082656,4270.194771,3581.84256,6074.477012,3706.845407,2015.271263,2001.754311,3160.263032,1892.407644,2242.832502,2960.066981,3765.310457,3933.500069,4233.445364,4289.856866,1431.898698,2246.933231,2053.875726,2545.008648,7159.582689,2220.114078,1636.011832,2182.043977,1859.072692,2061.831623,3063.881809,1922.139039,2443.30587,2362.241336,2853.403708,2777.364611,3225.353062,3307.870079,2079.342085,5340.222709,2650.2391,2795.581044,3573.213866,2651.093216,2801.408482,2754.234577,2818.557461,2815.84316
4.92_326.1933n,326.1933091,349.1825298,1,4.924816667,0.206383333,2,0,1.823248966,QC,400,100 - 11.7 - 0.267,8155.897775,7.1,7700.388224,8265.619818,8144.842167,8373.349085,8698.52052,7028.867029,7497.207075,7730.059326,7730.625947,8159.396201,6961.50148,4353.712122,4971.495539,6617.499574,7322.724423,12434.80236,7610.347387,5443.523503,9878.015558,6451.969268,3422.306556,3749.378914,5466.675466,3507.557401,3790.531803,5022.09539,6131.330678,6600.306061,6981.494551,6842.976766,2744.545754,4127.568894,3888.507817,4579.054192,9406.805259,3999.010907,3111.542693,3778.007334,3234.002159,3816.969258,5295.089532,3854.957642,4338.327443,4598.364977,5316.368025,5436.180456,6051.965487,6077.430029,3868.802257,8758.972253,4667.641506,4818.428905,5600.119246,4723.350397,4518.844732,4520.75999,4622.961143,4689.642203
